z,n,name,spinAndParity,massExcess(keV),massExcessUncertainty,neutronSeparationEnergy,neutronSeparationEnergyUncertainty,protonSeparationEnergy,protonSeparationEnergyUncertainty,pairingGap,pairingGapUncertainty,alpha,alphaUncertainty,deltaAlpha,deltaAlphaUncertainty
79,103,182Au,,,,,,,,7.27E+2,1.72E+1,5.52E+3,4.44,2.35E+2,1.31E+1
79,104,183Au,,,,,,,,8.80E+2,1.60E+1,5.46E+3,2.93,-7.16E+1,3.86
79,101,180Au,,,,,,,,8.04E+2,1.20E+1,5.83E+3,6.76,2.43E+2,5.73
79,102,181Au,,,,,,,,9.06E+2,1.71E+1,5.75E+3,2.92,-3.14E+1,3.03
79,107,186Au,,,,,,,,7.28E+2,1.86E+1,4.91E+3,1.40E+1,5.89,1.31E+1
79,108,187Au,,,,,,,,9.85E+2,1.90E+1,4.74E+3,3.01E+1,-2.13E+2,1.91E+1
79,108,187Au,,,,,,,,9.85E+2,1.90E+1,4.74E+3,3.01E+1,-2.13E+2,1.91E+1
79,105,184Au,,,,,,,,7.06E+2,1.64E+1,5.23E+3,5.00,1.61E+2,1.88E+1
79,105,184Au,,,,,,,,7.06E+2,1.64E+1,5.23E+3,5.00,1.61E+2,1.88E+1
79,106,185Au,,,,,,,,8.41E+2,1.54E+1,5.17E+3,4.55,-1.81E+2,4.93
79,106,185Au,,,,,,,,8.41E+2,1.54E+1,5.17E+3,4.55,-1.81E+2,4.93
79,110,189Au,,,,,,,,9.79E+2,1.43E+1,4.32E+3,3.44E+1,-3.24E+2,2.02E+1
79,110,189Au,,,,,,,,9.79E+2,1.43E+1,4.32E+3,3.44E+1,-3.24E+2,2.02E+1
79,111,190Au,,,,,,,,8.56E+2,1.06E+1,3.91E+3,1.68E+1,-2.21E+2,1.10E+1
79,111,190Au,,,,,,,,8.56E+2,1.06E+1,3.91E+3,1.68E+1,-2.21E+2,1.10E+1
79,114,193Au,,,,,,,,9.12E+2,1.00E+1,2.61E+3,1.52E+1,2.89,1.10E+1
79,114,193Au,,,,,,,,9.12E+2,1.00E+1,2.61E+3,1.52E+1,2.89,1.10E+1
79,115,194Au,,,,,,,,7.74E+2,4.61,2.11E+3,2.47,7.07E+1,4.10
79,115,194Au,,,,,,,,7.74E+2,4.61,2.11E+3,2.47,7.07E+1,4.10
79,115,194Au,,,,,,,,7.74E+2,4.61,2.11E+3,2.47,7.07E+1,4.10
79,112,191Au,,,,,,,,9.95E+2,8.81,3.32E+3,2.83E+1,-5.44E+1,1.54E+1
79,112,191Au,,,,,,,,9.95E+2,8.81,3.32E+3,2.83E+1,-5.44E+1,1.54E+1
79,113,192Au,,,,,,,,8.29E+2,1.22E+1,3.14E+3,1.84E+1,-1.48E+2,1.35E+1
79,113,192Au,,,,,,,,8.29E+2,1.22E+1,3.14E+3,1.84E+1,-1.48E+2,1.35E+1
79,118,197Au,,,,,,,,7.79E+2,1.55,9.71E+2,1.35,2.81E+2,7.12
79,118,197Au,,,,,,,,7.79E+2,1.55,9.71E+2,1.35,2.81E+2,7.12
79,119,198Au,,,,,,,,5.35E+2,5.39E-1,5.26E+2,1.35,3.24E+2,1.16
79,119,198Au,,,,,,,,5.35E+2,5.39E-1,5.26E+2,1.35,3.24E+2,1.16
79,116,195Au,,,,,,,,8.91E+2,1.98,1.71E+3,1.59,1.82E+2,1.40E+1
79,116,195Au,,,,,,,,8.91E+2,1.98,1.71E+3,1.59,1.82E+2,1.40E+1
79,117,196Au,,,,,,,,7.14E+2,2.18,1.27E+3,3.20,1.97E+2,3.60
79,117,196Au,,,,,,,,7.14E+2,2.18,1.27E+3,3.20,1.97E+2,3.60
79,117,196Au,,,,,,,,7.14E+2,2.18,1.27E+3,3.20,1.97E+2,3.60
79,121,200Au,,,,,,,,5.07E+2,1.89E+1,-2.29E+2,4.67E+1,3.49E+2,2.69E+1
79,121,200Au,,,,,,,,5.07E+2,1.89E+1,-2.29E+2,4.67E+1,3.49E+2,2.69E+1
79,122,201Au,,,,,,,,6.04E+2,1.78E+1,-5.61E+2,2.03E+1,3.58E+2,1.03E+1
79,120,199Au,,,,,,,,6.83E+2,1.33E+1,1.73E+2,1.35,3.66E+2,9.22E-1
79,125,204Au,,,,,,,,4.85E+2,1.76E+2,-1.24E+3,2.80E+2,1.23E+3,1.72E+2
79,126,205Au,,,,,,,,1.24E+3,2.05E+2,-1.15E+3,2.83E+2,1.82E+3,1.73E+2
79,126,205Au,,,,,,,,1.24E+3,2.05E+2,-1.15E+3,2.83E+2,1.82E+3,1.73E+2
79,123,202Au,,,,,,,,4.19E+2,1.66E+1,-1.06E+3,2.02E+2,3.71E+2,1.01E+2
79,124,203Au,,,,,,,,8.02E+2,1.02E+2,-1.16E+3,4.11E+1,4.26E+2,2.08E+1
79,129,208Au,,,,,,,,3.97E+2,2.75E+2,1.23E+3,5.00E+2,3.49E+2,3.08E+2
79,127,206Au,,,,,,,,3.94E+2,2.06E+2,2.50E+1,4.24E+2,1.24E+3,2.59E+2
79,128,207Au,,,,,,,,5.36E+2,2.07E+2,1.30E+3,5.00E+2,4.16E+2,2.92E+2
79,130,209Au,,,,,,,,5.42E+2,3.77E+2,9.45E+2,6.40E+2,3.22E+2,3.77E+2
79,131,210Au,,,,,,,,,,,,,
80,90,170Hg,,,,,,,,,,7.77E+3,3.07E+1,,
80,94,174Hg,,,,,,,,1.31E+3,9.64E+1,7.23E+3,6.01,2.78E+2,7.15
80,93,173Hg,,,,,,,,1.17E+3,1.43E+2,7.37E+3,4.45,,
80,92,172Hg,,,,,,,,1.37E+3,2.19E+2,7.52E+3,6.19,,
80,91,171Hg,,,,,,,,1.09E+3,3.04E+2,7.66E+3,1.53E+1,,
80,98,178Hg,,,,,,,,1.46E+3,4.52E+1,6.57E+3,2.97,2.44E+2,3.13
80,97,177Hg,,,,,,,,1.27E+3,6.04E+1,6.73E+3,5.61E+1,2.52E+2,2.83E+1
80,96,176Hg,,,,,,,,1.41E+3,5.91E+1,6.89E+3,5.54,2.60E+2,3.89
80,95,175Hg,,,,,,,,1.24E+3,5.83E+1,7.07E+3,4.65,2.61E+2,3.36
80,99,179Hg,,,,,,,,1.35E+3,2.15E+1,6.35E+3,3.12E+1,2.88E+2,1.60E+1
80,103,183Hg,,,,,,,,1.15E+3,8.47,6.03E+3,3.89,1.77E+2,3.65
80,104,184Hg,,,,,,,,1.35E+3,1.02E+1,5.66E+3,4.30,2.24E+2,2.74
80,105,185Hg,,,,,,,,1.25E+3,1.22E+1,5.77E+3,4.46,7.08E+1,3.10
80,105,185Hg,,,,,,,,1.25E+3,1.22E+1,5.77E+3,4.46,7.08E+1,3.10
80,106,186Hg,,,,,,,,1.38E+3,1.24E+1,5.20E+3,9.88,2.46E+2,5.44
80,107,187Hg,,,,,,,,1.25E+3,1.13E+1,5.22E+3,1.39E+1,8.62E+1,1.00E+1
80,107,187Hg,,,,,,,,1.25E+3,1.13E+1,5.22E+3,1.39E+1,8.62E+1,1.00E+1
80,108,188Hg,,,,,,,,1.32E+3,1.76E+1,4.70E+3,1.47E+1,2.56E+2,7.76
80,109,189Hg,,,,,,,,1.15E+3,2.39E+1,4.63E+3,4.07E+1,1.67E+2,2.62E+1
80,109,189Hg,,,,,,,,1.15E+3,2.39E+1,4.63E+3,4.07E+1,1.67E+2,2.62E+1
80,110,190Hg,,,,,,,,1.26E+3,2.23E+1,4.06E+3,2.69E+1,3.34E+2,1.58E+1
80,111,191Hg,,,,,,,,1.09E+3,1.92E+1,3.66E+3,3.27E+1,3.80E+2,1.99E+1
80,111,191Hg,,,,,,,,1.09E+3,1.92E+1,3.66E+3,3.27E+1,3.80E+2,1.99E+1
80,112,192Hg,,,,,,,,1.18E+3,1.74E+1,3.38E+3,1.64E+1,4.26E+2,1.19E+1
80,113,193Hg,,,,,,,,1.03E+3,1.35E+1,2.98E+3,1.84E+1,4.54E+2,1.23E+1
80,113,193Hg,,,,,,,,1.03E+3,1.35E+1,2.98E+3,1.84E+1,4.54E+2,1.23E+1
80,114,194Hg,,,,,,,,1.14E+3,1.40E+1,2.69E+3,2.96,4.96E+2,4.83
80,115,195Hg,,,,,,,,9.91E+2,1.64E+1,2.26E+3,2.35E+1,5.48E+2,1.68E+1
80,115,195Hg,,,,,,,,9.91E+2,1.64E+1,2.26E+3,2.35E+1,5.48E+2,1.68E+1
80,116,196Hg,,,,,,,,1.04E+3,1.18E+1,2.03E+3,3.89,5.56E+2,5.56
80,117,197Hg,,,,,,,,8.49E+2,2.71,1.51E+3,3.46,6.64E+2,7.26
80,117,197Hg,,,,,,,,8.49E+2,2.71,1.51E+3,3.46,6.64E+2,7.26
80,118,198Hg,,,,,,,,9.11E+2,1.65,1.38E+3,5.87E-1,6.03E+2,1.93
80,119,199Hg,,,,,,,,6.82E+2,5.18E-1,8.22E+2,6.61E-1,7.55E+2,3.29
80,119,199Hg,,,,,,,,6.82E+2,5.18E-1,8.22E+2,6.61E-1,7.55E+2,3.29
80,120,200Hg,,,,,,,,8.98E+2,5.90E-1,7.16E+2,6.67E-1,6.26E+2,6.59E-1
80,121,201Hg,,,,,,,,7.61E+2,6.77E-1,3.32E+2,8.38E-1,5.67E+2,6.76E-1
80,122,202Hg,,,,,,,,8.79E+2,1.01,1.33E+2,2.18,5.00E+2,1.21
80,123,203Hg,,,,,,,,7.48E+2,1.22,-3.05E+2,2.68,3.48E+2,1.48
80,124,204Hg,,,,,,,,9.11E+2,2.02,-5.15E+2,2.01E+1,5.16E+2,1.00E+1
80,100,180Hg,,,,,,,,1.45E+3,1.83E+1,6.25E+3,2.25,2.57E+2,1.92
80,101,181Hg,,,,,,,,1.25E+3,1.34E+1,6.28E+3,4.20,2.05E+2,3.26
80,102,182Hg,,,,,,,,1.34E+3,1.09E+1,5.99E+3,4.64,2.37E+2,3.42
80,125,205Hg,,,,,,,,5.30E+2,1.05E+1,-9.71E+2,5.02E+1,1.61E+3,2.51E+1
80,126,206Hg,,,,,,,,1.55E+3,2.08E+1,-6.78E+2,3.24E+1,2.23E+3,1.91E+1
80,127,207Hg,,,,,,,,6.18E+2,2.80E+1,5.98E+2,2.02E+2,1.48E+3,1.02E+2
80,128,208Hg,,,,,,,,7.22E+2,1.07E+2,1.93E+3,2.03E+2,6.80E+2,1.02E+2
80,129,209Hg,,,,,,,,7.33E+2,1.81E+2,1.78E+3,3.35E+2,5.98E+2,1.83E+2
80,130,210Hg,,,,,,,,8.58E+2,2.10E+2,1.51E+3,3.61E+2,5.88E+2,2.06E+2
80,131,211Hg,,,,,,,,7.20E+2,2.11E+2,1.32E+3,4.47E+2,4.92E+2,2.46E+2
80,132,212Hg,,,,,,,,8.67E+2,2.12E+2,1.09E+3,5.00E+2,4.85E+2,3.08E+2
80,133,213Hg,,,,,,,,8.33E+2,2.82E+2,,,,
80,134,214Hg,,,,,,,,8.75E+2,3.86E+2,,,,
80,135,215Hg,,,,,,,,7.33E+2,4.30E+2,,,,
80,136,216Hg,,,,,,,,,,,,,
81,111,192Tl,,,,,,,,1.00E+3,2.29E+1,4.07E+3,3.17E+1,6.82E+2,2.55E+1
81,111,192Tl,,,,,,,,1.00E+3,2.29E+1,4.07E+3,3.17E+1,6.82E+2,2.55E+1
81,112,193Tl,,,,,,,,1.07E+3,1.79E+1,3.67E+3,2.11E+1,8.42E+2,1.18E+1
81,112,193Tl,,,,,,,,1.07E+3,1.79E+1,3.67E+3,2.11E+1,8.42E+2,1.18E+1
81,110,191Tl,,,,,,,,1.16E+3,1.70E+1,4.32E+3,2.36E+1,7.55E+2,1.21E+1
81,110,191Tl,,,,,,,,1.16E+3,1.70E+1,4.32E+3,2.36E+1,7.55E+2,1.21E+1
81,108,189Tl,,,,,,,,1.26E+3,1.64E+1,4.81E+3,8.76,7.44E+2,5.02
81,108,189Tl,,,,,,,,1.26E+3,1.64E+1,4.81E+3,8.76,7.44E+2,5.02
81,109,190Tl,,,,,,,,1.08E+3,7.57,4.92E+3,2.21E+1,4.97E+2,1.13E+1
81,109,190Tl,,,,,,,,1.08E+3,7.57,4.92E+3,2.21E+1,4.97E+2,1.13E+1
81,106,187Tl,,,,,,,,1.33E+3,1.90E+1,5.32E+3,7.14,7.29E+2,3.88
81,106,187Tl,,,,,,,,1.33E+3,1.90E+1,5.32E+3,7.14,7.29E+2,3.88
81,107,188Tl,,,,,,,,1.19E+3,2.19E+1,5.55E+3,3.72E+1,4.09E+2,1.87E+1
81,107,188Tl,,,,,,,,1.19E+3,2.19E+1,5.55E+3,3.72E+1,4.09E+2,1.87E+1
81,104,185Tl,,,,,,,,1.37E+3,1.86E+1,5.68E+3,5.32,7.89E+2,2.98
81,104,185Tl,,,,,,,,1.37E+3,1.86E+1,5.68E+3,5.32,7.89E+2,2.98
81,105,186Tl,,,,,,,,1.21E+3,1.83E+1,5.99E+3,2.59E+1,4.32E+2,1.30E+1
81,105,186Tl,,,,,,,,1.21E+3,1.83E+1,5.99E+3,2.59E+1,4.32E+2,1.30E+1
81,105,186Tl,,,,,,,,1.21E+3,1.83E+1,5.99E+3,2.59E+1,4.32E+2,1.30E+1
81,102,183Tl,,,,,,,,1.48E+3,1.02E+1,5.97E+3,9.16,9.01E+2,4.92
81,103,184Tl,,,,,,,,1.28E+3,1.33E+1,6.31E+3,9.26,4.73E+2,5.25
81,103,184Tl,,,,,,,,1.28E+3,1.33E+1,6.31E+3,9.26,4.73E+2,5.25
81,103,184Tl,,,,,,,,1.28E+3,1.33E+1,6.31E+3,9.26,4.73E+2,5.25
81,122,203Tl,,,,,,,,5.98E+2,1.36,9.07E+2,1.24,1.18E+3,1.23
81,123,204Tl,,,,,,,,4.44E+2,1.18,4.69E+2,2.67E+1,1.29E+3,1.34E+1
81,120,201Tl,,,,,,,,6.66E+2,1.04E+1,1.53E+3,1.41E+1,1.07E+3,1.03E+1
81,121,202Tl,,,,,,,,4.90E+2,7.23,1.17E+3,1.88,1.17E+3,3.98
81,119,200Tl,,,,,,,,5.72E+2,1.61E+1,1.66E+3,6.46,1.15E+3,6.30
81,117,198Tl,,,,,,,,6.78E+2,1.64E+1,2.25E+3,7.83,1.04E+3,8.86
81,117,198Tl,,,,,,,,6.78E+2,1.64E+1,2.25E+3,7.83,1.04E+3,8.86
81,118,199Tl,,,,,,,,7.71E+2,2.03E+1,2.08E+3,2.79E+1,1.01E+3,2.07E+1
81,115,196Tl,,,,,,,,7.58E+2,1.22E+1,2.85E+3,1.99E+1,9.25E+2,1.62E+1
81,115,196Tl,,,,,,,,7.58E+2,1.22E+1,2.85E+3,1.99E+1,9.25E+2,1.62E+1
81,116,197Tl,,,,,,,,8.41E+2,1.19E+1,2.62E+3,1.61E+1,9.37E+2,8.59
81,116,197Tl,,,,,,,,8.41E+2,1.19E+1,2.62E+3,1.61E+1,9.37E+2,8.59
81,113,194Tl,,,,,,,,8.78E+2,1.18E+1,3.47E+3,1.43E+1,8.33E+2,1.70E+1
81,113,194Tl,,,,,,,,8.78E+2,1.18E+1,3.47E+3,1.43E+1,8.33E+2,1.70E+1
81,114,195Tl,,,,,,,,9.38E+2,1.21E+1,3.21E+3,1.21E+1,8.57E+2,6.94
81,114,195Tl,,,,,,,,9.38E+2,1.21E+1,3.21E+3,1.21E+1,8.57E+2,6.94
81,100,181Tl,,,,,,,,1.43E+3,3.60E+1,6.32E+3,4.49,9.07E+2,4.05E+1
81,101,182Tl,,,,,,,,1.36E+3,1.06E+1,6.55E+3,6.20,6.02E+2,6.75
81,101,182Tl,,,,,,,,1.36E+3,1.06E+1,6.55E+3,6.20,6.02E+2,6.75
81,133,214Tl,,,,,,,,5.63E+2,1.86E+2,1.36E+3,4.45E+2,1.48E+3,2.43E+2
81,134,215Tl,,,,,,,,6.63E+2,2.15E+2,,,,
81,131,212Tl,,,,,,,,5.36E+2,1.51E+2,1.93E+3,3.61E+2,1.53E+3,2.06E+2
81,132,213Tl,,,,,,,,6.41E+2,1.51E+2,1.58E+3,4.01E+2,1.46E+3,2.01E+2
81,130,211Tl,,,,,,,,6.49E+2,1.10E+2,2.13E+3,3.03E+2,1.57E+3,1.52E+2
81,128,209Tl,,,,,,,,6.46E+2,7.29,2.50E+3,2.00E+2,1.74E+3,1.00E+2
81,129,210Tl,,,,,,,,6.14E+2,2.27E+1,2.51E+3,3.00E+2,1.55E+3,1.50E+2
81,126,207Tl,,,,,,,,1.53E+3,4.01,-3.15E+2,6.23,3.53E+3,3.12
81,126,207Tl,,,,,,,,1.53E+3,4.01,-3.15E+2,6.23,3.53E+3,3.12
81,127,208Tl,,,,,,,,5.89E+2,4.29,1.21E+3,2.00E+2,2.49E+3,1.00E+2
81,124,205Tl,,,,,,,,5.21E+2,1.22,1.54E+2,3.27,1.49E+3,1.68
81,125,206Tl,,,,,,,,1.74E+2,2.93,-3.25E+2,2.33E+1,2.68E+3,1.16E+1
81,125,206Tl,,,,,,,,1.74E+2,2.93,-3.25E+2,2.33E+1,2.68E+3,1.16E+1
81,135,216Tl,,,,,,,,5.21E+2,2.86E+2,,,,
81,136,217Tl,,,,,,,,5.61E+2,3.91E+2,,,,
81,95,176Tl,,,,,,,,,,7.47E+3,1.00E+2,,
81,96,177Tl,,,,,,,,1.34E+3,9.93E+1,7.06E+3,7.16,,
81,97,178Tl,,,,,,,,1.23E+3,1.27E+2,7.02E+3,1.02E+1,,
81,98,179Tl,,,,,,,,1.28E+3,9.94E+1,6.70E+3,2.63,,
81,99,180Tl,,,,,,,,1.14E+3,5.32E+1,6.70E+3,6.15E+1,7.57E+2,5.87E+1
82,96,178Pb,,,,,,,,,,7.78E+3,1.29E+1,,
82,97,179Pb,,,,,,,,1.23E+3,5.89E+1,7.59E+3,4.85,,
82,98,180Pb,,,,,,,,1.41E+3,5.94E+1,7.41E+3,5.47,,
82,99,181Pb,,,,,,,,1.27E+3,6.07E+1,7.24E+3,7.31,,
82,116,198Pb,,,,,,,,1.07E+3,7.46,3.69E+3,9.21,1.00E+3,4.68
82,117,199Pb,,,,,,,,9.27E+2,8.21,3.35E+3,2.41E+1,1.06E+3,1.23E+1
82,117,199Pb,,,,,,,,9.27E+2,8.21,3.35E+3,2.41E+1,1.06E+3,1.23E+1
82,118,200Pb,,,,,,,,9.99E+2,1.04E+1,3.15E+3,1.04E+1,1.16E+3,5.25
82,119,201Pb,,,,,,,,8.24E+2,1.10E+1,2.84E+3,1.41E+1,1.24E+3,8.63
82,119,201Pb,,,,,,,,8.24E+2,1.10E+1,2.84E+3,1.41E+1,1.24E+3,8.63
82,112,194Pb,,,,,,,,1.22E+3,1.36E+1,4.73E+3,1.67E+1,7.85E+2,8.38
82,113,195Pb,,,,,,,,1.04E+3,1.01E+1,4.42E+3,2.28E+1,8.22E+2,1.14E+1
82,113,195Pb,,,,,,,,1.04E+3,1.01E+1,4.42E+3,2.28E+1,8.22E+2,1.14E+1
82,114,196Pb,,,,,,,,1.10E+3,6.47,4.23E+3,1.72E+1,8.71E+2,8.68
82,115,197Pb,,,,,,,,9.62E+2,6.74,3.89E+3,1.62E+1,9.53E+2,8.15
82,115,197Pb,,,,,,,,9.62E+2,6.74,3.89E+3,1.62E+1,9.53E+2,8.15
82,120,202Pb,,,,,,,,9.11E+2,8.07,2.58E+3,3.82,1.36E+3,2.01
82,120,202Pb,,,,,,,,9.11E+2,8.07,2.58E+3,3.82,1.36E+3,2.01
82,121,203Pb,,,,,,,,7.38E+2,5.04,2.33E+3,6.55,1.44E+3,3.50
82,121,203Pb,,,,,,,,7.38E+2,5.04,2.33E+3,6.55,1.44E+3,3.50
82,121,203Pb,,,,,,,,7.38E+2,5.04,2.33E+3,6.55,1.44E+3,3.50
82,122,204Pb,,,,,,,,8.31E+2,3.42,1.96E+3,1.13,1.62E+3,8.53E-1
82,122,204Pb,,,,,,,,8.31E+2,3.42,1.96E+3,1.13,1.62E+3,8.53E-1
82,105,187Pb,,,,,,,,1.25E+3,8.30,6.39E+3,6.19,5.50E+2,3.96
82,105,187Pb,,,,,,,,1.25E+3,8.30,6.39E+3,6.19,5.50E+2,3.96
82,106,188Pb,,,,,,,,1.39E+3,1.03E+1,6.10E+3,3.40,6.05E+2,2.35
82,107,189Pb,,,,,,,,1.26E+3,1.27E+1,5.91E+3,4.31,5.89E+2,2.82
82,107,189Pb,,,,,,,,1.26E+3,1.27E+1,5.91E+3,4.31,5.89E+2,2.82
82,108,190Pb,,,,,,,,1.34E+3,1.17E+1,5.69E+3,4.56,6.44E+2,2.78
82,101,183Pb,,,,,,,,1.35E+3,2.23E+1,6.92E+3,7.00,5.25E+2,8.27
82,101,183Pb,,,,,,,,1.35E+3,2.23E+1,6.92E+3,7.00,5.25E+2,8.27
82,102,184Pb,,,,,,,,1.49E+3,1.89E+1,6.77E+3,3.12,6.54E+2,7.82
82,103,185Pb,,,,,,,,1.32E+3,1.42E+1,6.69E+3,5.00,4.99E+2,7.90
82,103,185Pb,,,,,,,,1.32E+3,1.42E+1,6.69E+3,5.00,4.99E+2,7.90
82,104,186Pb,,,,,,,,1.41E+3,1.15E+1,6.47E+3,5.02,6.11E+2,4.39
82,109,191Pb,,,,,,,,1.19E+3,8.31,5.40E+3,1.44E+1,6.73E+2,7.36
82,109,191Pb,,,,,,,,1.19E+3,8.31,5.40E+3,1.44E+1,6.73E+2,7.36
82,110,192Pb,,,,,,,,1.29E+3,7.33,5.22E+3,4.79,7.18E+2,2.67
82,111,193Pb,,,,,,,,1.15E+3,1.17E+1,4.97E+3,3.31E+1,7.19E+2,1.66E+1
82,111,193Pb,,,,,,,,1.15E+3,1.17E+1,4.97E+3,3.31E+1,7.19E+2,1.66E+1
82,100,182Pb,,,,,,,,1.47E+3,4.57E+1,7.06E+3,5.50,7.17E+2,7.38
82,138,220Pb,,,,,,,,,,7.85E+2,5.65E+2,1.28E+3,3.59E+2
82,134,216Pb,,,,,,,,9.09E+2,1.89E+2,2.06E+3,3.61E+2,1.63E+3,2.06E+2
82,135,217Pb,,,,,,,,7.42E+2,2.17E+2,1.63E+3,4.24E+2,1.72E+3,2.59E+2
82,136,218Pb,,,,,,,,7.80E+2,2.88E+2,1.43E+3,5.00E+2,1.49E+3,2.92E+2
82,137,219Pb,,,,,,,,7.49E+2,3.95E+2,1.08E+3,5.65E+2,1.47E+3,3.59E+2
82,127,209Pb,,,,,,,,6.23E+2,1.54,2.24E+3,3.92,3.14E+3,2.34
82,128,210Pb,,,,,,,,6.74E+2,1.75,3.79E+3,2.03E+1,2.02E+3,1.01E+1
82,129,211Pb,,,,,,,,6.45E+2,1.98,3.56E+3,2.98E+1,1.97E+3,1.49E+1
82,123,205Pb,,,,,,,,6.77E+2,1.14,1.46E+3,1.06,1.75E+3,8.62E-1
82,124,206Pb,,,,,,,,6.74E+2,1.14,1.13E+3,1.04,2.13E+3,5.26E-1
82,125,207Pb,,,,,,,,3.15E+2,1.14,3.92E+2,1.27,3.60E+3,6.85E-1
82,125,207Pb,,,,,,,,3.15E+2,1.14,3.92E+2,1.27,3.60E+3,6.85E-1
82,126,208Pb,,,,,,,,1.71E+3,1.32,5.16E+2,1.18,4.21E+3,5.93E-1
82,130,212Pb,,,,,,,,7.00E+2,3.87,3.29E+3,3.07E+1,1.80E+3,1.53E+1
82,131,213Pb,,,,,,,,6.62E+2,5.09,2.98E+3,1.50E+2,1.84E+3,7.50E+1
82,132,214Pb,,,,,,,,7.52E+2,2.66E+1,2.69E+3,2.00E+2,1.71E+3,1.00E+2
82,133,215Pb,,,,,,,,7.27E+2,1.14E+2,2.30E+3,2.07E+2,1.80E+3,1.06E+2
83,120,203Bi,,,,,,,,8.26E+2,1.23E+1,4.10E+3,3.07E+1,8.81E+2,1.54E+1
83,120,203Bi,,,,,,,,8.26E+2,1.23E+1,4.10E+3,3.07E+1,8.81E+2,1.54E+1
83,121,204Bi,,,,,,,,6.49E+2,9.41,3.97E+3,1.08E+1,8.87E+2,5.52
83,113,196Bi,,,,,,,,8.47E+2,1.79E+1,5.43E+3,3.99E+1,5.78E+2,2.00E+1
83,113,196Bi,,,,,,,,8.47E+2,1.79E+1,5.43E+3,3.99E+1,5.78E+2,2.00E+1
83,113,196Bi,,,,,,,,8.47E+2,1.79E+1,5.43E+3,3.99E+1,5.78E+2,2.00E+1
83,114,197Bi,,,,,,,,9.95E+2,1.93E+1,5.36E+3,1.06E+1,5.53E+2,5.40
83,114,197Bi,,,,,,,,9.95E+2,1.93E+1,5.36E+3,1.06E+1,5.53E+2,5.40
83,111,194Bi,,,,,,,,9.32E+2,5.93,5.91E+3,5.00,4.85E+2,2.67
83,111,194Bi,,,,,,,,9.32E+2,5.93,5.91E+3,5.00,4.85E+2,2.67
83,111,194Bi,,,,,,,,9.32E+2,5.93,5.91E+3,5.00,4.85E+2,2.67
83,112,195Bi,,,,,,,,1.00E+3,1.30E+1,5.83E+3,5.10,4.72E+2,2.61
83,112,195Bi,,,,,,,,1.00E+3,1.30E+1,5.83E+3,5.10,4.72E+2,2.61
83,117,200Bi,,,,,,,,7.42E+2,1.79E+1,4.70E+3,2.57E+1,6.84E+2,1.28E+1
83,117,200Bi,,,,,,,,7.42E+2,1.79E+1,4.70E+3,2.57E+1,6.84E+2,1.28E+1
83,117,200Bi,,,,,,,,7.42E+2,1.79E+1,4.70E+3,2.57E+1,6.84E+2,1.28E+1
83,118,201Bi,,,,,,,,8.68E+2,1.58E+1,4.50E+3,6.00,7.59E+2,3.12
83,118,201Bi,,,,,,,,8.68E+2,1.58E+1,4.50E+3,6.00,7.59E+2,3.12
83,115,198Bi,,,,,,,,8.68E+2,2.06E+1,5.13E+3,3.09E+1,6.07E+2,1.54E+1
83,115,198Bi,,,,,,,,8.68E+2,2.06E+1,5.13E+3,3.09E+1,6.07E+2,1.54E+1
83,115,198Bi,,,,,,,,8.68E+2,2.06E+1,5.13E+3,3.09E+1,6.07E+2,1.54E+1
83,116,199Bi,,,,,,,,9.25E+2,1.93E+1,4.93E+3,6.70,6.38E+2,3.38
83,116,199Bi,,,,,,,,9.25E+2,1.93E+1,4.93E+3,6.70,6.38E+2,3.38
83,119,202Bi,,,,,,,,7.26E+2,1.32E+1,4.35E+3,1.59E+1,7.66E+2,8.32
83,110,193Bi,,,,,,,,1.10E+3,1.61E+1,6.30E+3,4.90,3.98E+2,2.89
83,110,193Bi,,,,,,,,1.10E+3,1.61E+1,6.30E+3,4.90,3.98E+2,2.89
83,102,185Bi,,,,,,,,1.17E+3,9.23E+1,8.13E+3,8.10E+1,,
83,103,186Bi,,,,,,,,1.12E+3,1.29E+1,7.75E+3,1.20E+1,,
83,101,184Bi,,,,,,,,,,8.22E+3,1.00E+2,,
83,106,189Bi,,,,,,,,1.16E+3,1.89E+1,7.26E+3,2.71,1.52E+2,3.71
83,107,190Bi,,,,,,,,1.05E+3,1.85E+1,6.86E+3,3.04,2.96E+2,5.51
83,107,190Bi,,,,,,,,1.05E+3,1.85E+1,6.86E+3,3.04,2.96E+2,5.51
83,104,187Bi,,,,,,,,1.21E+3,1.23E+1,7.77E+3,3.61,2.16E+1,7.04
83,105,188Bi,,,,,,,,1.02E+3,1.40E+1,7.26E+3,4.97,2.15E+2,1.30E+1
83,105,188Bi,,,,,,,,1.02E+3,1.40E+1,7.26E+3,4.97,2.15E+2,1.30E+1
83,108,191Bi,,,,,,,,1.17E+3,1.90E+1,6.78E+3,3.04,2.81E+2,3.36
83,108,191Bi,,,,,,,,1.17E+3,1.90E+1,6.78E+3,3.04,2.81E+2,3.36
83,109,192Bi,,,,,,,,1.02E+3,2.19E+1,6.37E+3,3.53,4.09E+2,2.23
83,109,192Bi,,,,,,,,1.02E+3,2.19E+1,6.37E+3,3.53,4.09E+2,2.23
83,140,223Bi,,,,,,,,9.08E+2,4.02E+2,,,,
83,141,224Bi,,,,,,,,,,,,,
