"Atomic Number (Z)","Atomic Mass (A)","Level Index","Element","Level Energy (Modifier)","Level Energy","Level Energy (Unit)","Level Energy (Error)","Spin-Parity","Half-Life (Modifier)","Half-Life","Half-Life (Unit)","Half-Life (Error)","Decay Width (Modifier)","Decay Width","Decay Width (Unit)","Decay Width (Error)","Abundance (Modifier)","Abundance","Abundance (Error)","Mass Excess","Mass Excess (Unit)","Mass Excess (Error)","Decay Modes",
13,33,0,Al,,0,keV,0,"5/2+",,41.5,ms,0.1,,,,,,,,-8497.382,keV,6.986,"B- = 100,B-n = 8.5 0.7",
13,34,0,Al,,0,keV,0,"4-",,53.73,ms,0.13,,,,,,,,-2997.619,keV,2.105,"B-n = 25 3,B-2n?,B- = 100",
13,34,1,Al,,46.47,keV,0.17,"1+",,22.1,ms,0.2,,,,,,,,-2951.1490000000003,keV,2.111853451355,"B-n = 11 4,B-2n?,B- = 100",
13,35,0,Al,,0,keV,0,"(5/2+)",,38.4,ms,0.3,,,,,,,,-223.73,keV,7.359,"B-n = 38 2,B-2n?,B- = 100",
13,36,0,Al,,0,keV,0,,,90,ms,40,,,,,,,,5950.384,keV,149.505,"B-n = 31 ,B-2n?,B- = 100",
13,37,0,Al,,0,keV,0,"(5/2+)",,11.4,ms,0.3,,,,,,,,9809.564,keV,180.244,"B-n = 52 5,B-2n = 1 ,B- = 100",
13,38,0,Al,,0,keV,0,"(0-)",,9,ms,0.7,,,,,,,,16470,keV,150,"B-n = 84 19,B-2n?,B- = 100",
13,39,0,Al,,0,keV,0,,,7.23,ms,0.3,,,,,,,,21490,keV,300,"B-n = 97 +3-22,B-2n?,B- = 100",
13,40,0,Al,,0,keV,0,,,5.7,ms,0.4,,,,,,,,28820,keV,300,"B-n?,B-2n?,B- = 100",
13,41,0,Al,,0,keV,,,,3.5,ms,0.9,,,,,,,,34590,keV,400,"B-n?,B-2n?,B- = 100 ",
13,42,0,Al,,0,keV,0,,,,,,,,,,,,,41990,keV,500,"B-n?,B-2n?,B- = 100",
13,43,0,Al,,0,keV,0,,,,,,,,,,,,,48270,keV,600,"B-n?,B-2n?,B- = 100",
14,22,0,Si,,0,keV,,"0+",,28.4,ms,1.1,,,,,,,,33640,keV,500,"EC2p = 0.8 0.3,EC+B+ = 100,ECp = 67 12",
14,23,0,Si,,0,keV,,"(5/2)+",,47,ms,1,,,,,,,,23950,keV,500,"EC+B+ = 100,ECp = 81.8 1.1,EC3p = 0.029 +0.038-0.019,EC2p = 7.73 0.35",
14,24,0,Si,,0,keV,,"0+",,141.4,ms,1.2,,,,,,,,10745.186,keV,19.472,"ECp = 32.4 1.1,EC+B+ = 100 ",
14,25,0,Si,,0,keV,,"5/2+",,219.2,ms,+1.3-1.1,,,,,,,,3827.322,keV,10,"ECp = 35 2,EC+B+ = 100 ",
14,26,0,Si,,0,keV,,"0+",,2.2452,s,0.0009,,,,,,,,-7141.003,keV,0.108,"EC+B+ = 100 ",
14,27,0,Si,,0,keV,,"5/2+",,4.111,s,0.002,,,,,,,,-12384.505,keV,0.107,"EC+B+ = 100 ",
14,28,0,Si,,0,keV,,"0+",,STABLE,,,,,,,,92.2545,,-21492.79711,keV,0.00051,,
14,29,0,Si,,0,keV,,"1/2+",,STABLE,,,,,,,,4.672,,-21895.08154,keV,0.00056,,
14,30,0,Si,,0,keV,,"0+",,STABLE,,,,,,,,3.0735,,-24432.962,keV,0.022,,
14,31,0,Si,,0,keV,,"3/2+",,157.24,m,0.16,,,,,,,,-22949.037,keV,0.043,"B- = 100 ",
14,32,0,Si,,0,keV,,"0+",,163.3,y,6.2,,,,,,,,-24077.689,keV,0.298,"B- = 100 ",
14,33,0,Si,,0,keV,,"3/2+",,6.17,s,0.17,,,,,,,,-20514.328,keV,0.699,"B- = 100 ",
14,34,0,Si,,0,keV,0,"0+",,2.77,s,0.2,,,,,,,,-19991.684,keV,0.801,"B- = 100",
14,35,0,Si,,0,keV,0,"7/2-",,0.78,s,0.12,,,,,,,,-14391.48,keV,35.857,"B- = 100,B-n = 5.3 ",
14,36,0,Si,,0,keV,0,"0+",,503,ms,2,,,,,,,,-12436.125,keV,71.797,"B- = 100,B-n = 12.4 4.6",
14,37,0,Si,,0,keV,0,"(5/2-)",,141,ms,5,,,,,,,,-6571.512,keV,113.809,"B-n = 17 13,B-2n?,B- = 100",
14,38,0,Si,,0,keV,0,"0+",,63,ms,8,,,,,,,,-4170.299,keV,104.793,"B- = 100,B-n = 25 10",
14,39,0,Si,,0,keV,0,"(5/2-)",,38.7,ms,1.2,,,,,,,,2320.352,keV,135.532,"B-n = 33 5,B-2n?,B- = 100",
14,40,0,Si,,0,keV,0,"0+",,30.3,ms,2.7,,,,,,,,5666.876,keV,121.991,"B-n = 38 5,B-2n?,B- = 100",
14,41,0,Si,,0,keV,0,,,20,ms,2.5,,,,,,,,13200,keV,300,"B-n = 0 ,B-2n?,B- = 100",
14,42,0,Si,,0,keV,0,"0+",,15,ms,1.4,,,,,,,,16840,keV,300,"B-n?,B-2n?,B- = 100",
14,43,0,Si,,0,keV,0,,,13,ms,5,,,,,,,,24330,keV,400,"B-n?,B-2n?,B- = 100",
14,44,0,Si,,0,keV,0,"0+",,,,,,,,,,,,29310,keV,500,"B-n?,B-2n?,B- = 100",
15,25,0,P,,0,keV,,"(1/2+)",,38,ns,,,,,,,,,20190,keV,400,"p = 100 ",
15,26,0,P,,0,keV,,"(3)+",,43.6,ms,0.3,,,,,,,,10973,keV,196,"EC2p = 1.99 0.29,EC+B+ = 100,ECp = 35.2 1.6",
15,27,0,P,,0,keV,,"1/2+",,260,ms,80,,,,,,,,-659.032,keV,9.001,"ECp ~ 0.07 ,EC+B+ = 100",
15,28,0,P,,0,keV,,"3+",,270.3,ms,0.5,,,,,,,,-7147.856,keV,1.147,"ECa = 0.00086 0.00025,EC+B+ = 100,ECp = 0.0013 0.0004",
15,29,0,P,,0,keV,,"1/2+",,4.1022,s,0.0056,,,,,,,,-16952.849,keV,0.359,"EC+B+ = 100 ",
15,30,0,P,,0,keV,,"1+",,2.5,m,0.002,,,,,,,,-20200.856,keV,0.065,"EC+B+ = 100 ",
15,31,0,P,,0,keV,,"1/2+",,STABLE,,,,,,,,100,0,-24440.54442,keV,0.00075,,
15,32,0,P,,0,keV,,"1+",,14.267,d,0.006,,,,,,,,-24304.876,keV,0.04,"B- = 100 ",
15,33,0,P,,0,keV,,"1/2+",,25.35,d,0.11,,,,,,,,-26337.35,keV,1.09,"B- = 100 ",
15,34,0,P,,0,keV,,"1+",,12.43,s,0.08,,,,,,,,-24548.702,keV,0.81,"B- = 100 ",
15,35,0,P,,0,keV,,"1/2+",,47.3,s,0.7,,,,,,,,-24857.809,keV,1.866,"B- = 100 ",
15,36,0,P,,0,keV,0,"4-",,5.6,s,0.3,,,,,,,,-20251.045,keV,13.114,"B- = 100,B-n?",
15,37,0,P,,0,keV,0,"(1/2+)",,2.31,s,0.13,,,,,,,,-18996.012,keV,37.948,"B- = 100,B-n?",
15,38,0,P,,0,keV,0,"(2-)",,640,ms,140,,,,,,,,-14621.565,keV,72.581,"B- = 100,B-n = 12 5",
15,39,0,P,,0,keV,0,"(1/2+)",,204,ms,39,,,,,,,,-12774.636,keV,112.645,"B- = 100,B-n = 26 8",
15,40,0,P,,0,keV,0,"(2-)",,150,ms,8,,,,,,,,-8139.189,keV,83.607,"B-n = 15.8 2.1,B-2n?,B- = 100",
15,41,0,P,,0,keV,0,"(1/2+)",,101,ms,5,,,,,,,,-4979.767,keV,120.163,"B-n = 30 10,B-2n?,B- = 100",
15,42,0,P,,0,keV,0,,,48.5,ms,1.5,,,,,,,,1091.842,keV,95.009,"B-n = 50 20,B-2n?,B- = 100",
15,43,0,P,,0,keV,0,"1/2+",,36.5,ms,1.5,,,,,,,,5040,keV,300,"B-n = 100,B-2n?,B- = 100",
15,44,0,P,,0,keV,0,,,18.2,ms,0.8,,,,,,,,11110,keV,400,"B-n = 75 8,B-2n?,B- = 100",
15,45,0,P,,0,keV,0,,,24,ms,11,,,,,,,,15960,keV,500,"B-n?,B-2n?,B- = 100",
15,46,0,P,,0,keV,0,,,,,,,,,,,,,22840,keV,500,"B-n?,B-2n?,B- = 100 ",
15,47,0,P,,0,keV,0,,,,,,,,,,,,,28810,keV,600,"B-n?,B-2n?,B- = 100",
16,26,0,S,,0,keV,,"0+",,79,ns,,,,,,,,,27680,keV,600,"p?",
16,27,0,S,,0,keV,,"(5/2+)",,16.3,ms,0.2,,,,,,,,17491,keV,400,"EC2p = 3 0.6,EC+B+ = 100 ,ECp = 61 3",
16,28,0,S,,0,keV,,"0+",,125,ms,10,,,,,,,,4073.203,keV,160,"ECp = 20.7 2,EC+B+ = 100 ",
16,29,0,S,,0,keV,,"(5/2+)",,188,ms,4,,,,,,,,-3094.423,keV,13.041,"ECp = 47 5,EC+B+ = 100",
16,30,0,S,,0,keV,,"0+",,1.17976,s,0.00055,,,,,,,,-14059.254,keV,0.206,"EC+B+ = 100 ",
16,31,0,S,,0,keV,,"1/2+",,2.5534,s,0.0018,,,,,,,,-19042.531,keV,0.229,"EC+B+ = 100 ",
16,32,0,S,,0,keV,,"0+",,STABLE,,,,,,,,94.85,,-26015.53714,keV,0.00131,,
16,33,0,S,,0,keV,,"3/2+",,STABLE,,,,,,,,0.763,,-26585.8583,keV,0.00134,,
16,34,0,S,,0,keV,,"0+",,STABLE,,,,,,,,4.365,,-29931.689,keV,0.045,,
16,35,0,S,,0,keV,,"3/2+",,87.35,d,0.07,,,,,,,,-28846.21,keV,0.04,"B- = 100 ",
16,36,0,S,,0,keV,,"0+",,STABLE,,,,,,,,0.0158,,-30664.141,keV,0.188,,
16,37,0,S,,0,keV,,"7/2-",,5.05,m,0.02,,,,,,,,-26896.426,keV,0.198,"B- = 100 ",
16,38,0,S,,0,keV,,"0+",,170.3,m,0.7,,,,,,,,-26861.216,keV,7.172,"B- = 100 ",
16,39,0,S,,0,keV,,"(7/2)-",,11.5,s,0.5,,,,,,,,-23162.672,keV,50,"B- = 100 ",
16,40,0,S,,0,keV,,"0+",,8.8,s,2.2,,,,,,,,-22837.85,keV,3.982,"B- = 100 ",
16,41,0,S,,0,keV,0,"(5/2-),(7/2-)",,2.6,s,1.4,,,,,,,,-19008.58,keV,4.099,"B- = 100,B-n?",
16,42,0,S,,0,keV,0,"0+",,1.016,s,0.013,,,,,,,,-17637.748,keV,2.794,"B- = 100,B-n = 1 ",
16,43,0,S,,0,keV,0,"3/2-",,265,ms,13,,,,,,,,-12195.461,keV,4.97,"B- = 100,B-n = 40 10",
16,44,0,S,,0,keV,0,"0+",,124.5,ms,2.3,,,,,,,,-9204.236,keV,5.216,"B- = 100,B-n = 29 6",
16,45,0,S,,0,keV,,"(3/2-)",,68,ms,2,,,,,,,,-3340,keV,300,"B-n = 54 10,B-2n?,B- = 100",
16,46,0,S,,0,keV,0,"0+",,50,ms,8,,,,,,,,640,keV,400,"B-n?,B-2n?,B- = 100",
16,47,0,S,,0,keV,0,,,,,,,,,,,,,7200,keV,400,"B-n?,B-2n?,B- = 100",
16,48,0,S,,0,keV,0,"0+",,,,,,,,,,,,12390,keV,500,"B-n?,B-2n?,B- = 100",
16,49,0,S,,0,keV,0,,,,,,,,,,,,,20391,keV,583,"B-n?,B-2n?,B- = 100",
17,28,0,Cl,,0,keV,0,,,,,,,,,,,,,28270,keV,500,"p = 100",
17,29,0,Cl,,0,keV,,"(1/2+)",,20,ns,,,,,,,,,14022,keV,189,"p = 100",
17,30,0,Cl,,0,keV,,"(3+)",,30,ns,,,,,,,,,4674.548,keV,23.876,"p = 100",
17,31,0,Cl,,0,keV,,"3/2+",,190,ms,1,,,,,,,,-7034.552,keV,3.447,"ECp = 2.4 0.2,EC+B+ = 100 ",
17,32,0,Cl,,0,keV,,"1+",,299.1,ms,1,,,,,,,,-13334.706,keV,0.562,"ECa = 0.054 0.008,EC+B+ = 100 ,ECp = 0.026 0.005",
17,33,0,Cl,,0,keV,,"3/2+",,2.506,s,0.0022,,,,,,,,-21003.34,keV,0.391,"EC+B+ = 100 ",
17,34,0,Cl,,0,keV,,"0+",,1.5265,s,0.0004,,,,,,,,-24440.086,keV,0.049,"EC+B+ = 100 ",
17,34,1,Cl,,146.36,keV,0.03,"3+",,31.99,m,0.03,,,,,,,,-24293.726,keV,0.057,"IT = 44.6 0.6,EC+B+ = 55.4 0.6",
17,35,0,Cl,,0,keV,,"3/2+",,STABLE,,,,,,,,75.8,,-29013.532,keV,0.035,,
17,36,0,Cl,,0,keV,,"2+",,307115,y,1536,,,,,,,,-29522.008,keV,0.036,"B- = 98.1 0.1,EC+B+ = 1.9 0.1",
17,37,0,Cl,,0,keV,,"3/2+",,STABLE,,,,,,,,24.2,,-31761.552,keV,0.052,,
17,38,0,Cl,,0,keV,,"2-",,37.236,m,0.012,,,,,,,,-29798.116,keV,0.098,"B- = 100 ",
17,38,1,Cl,,671.365,keV,0.008,"5-",,715,ms,3,,,,,,,,-29126.751,keV,0.098,"IT = 100 ",
17,39,0,Cl,,0,keV,,"3/2+",,56.2,m,0.6,,,,,,,,-29800.218,keV,1.732,"B- = 100 ",
17,40,0,Cl,,0,keV,,"2-",,1.33,m,0.03,,,,,,,,-27557.818,keV,32.066,"B- = 100 ",
17,41,0,Cl,,0,keV,,"(1/2+)",,38.4,s,0.8,,,,,,,,-27307.192,keV,68.723,"B- = 100 ",
17,42,0,Cl,,0,keV,,"(2-)",,6.8,s,0.3,,,,,,,,-24831.77,keV,59.616,"B- = 100 ,B-n?",
17,43,0,Cl,,0,keV,0,"(3/2+)",,3.13,s,0.09,,,,,,,,-24159.51,keV,61.859,"B- = 100,B-n?",
17,44,0,Cl,,0,keV,0,"(2-)",,542,ms,108,,,,,,,,-20478.973,keV,85.566,"B- = 100,B-n = 8 ",
17,45,0,Cl,,0,keV,0,"(3/2+)",,413,ms,25,,,,,,,,-18262.544,keV,136.163,"B- = 100,B-n = 24 4",
17,46,0,Cl,,0,keV,0,,,232,ms,2,,,,,,,,-13734.949,keV,97.249,"B-n = 60 9,B-2n?,B- = 100",
17,47,0,Cl,,0,keV,0,"(1/2+),(3/2+)",,101,ms,6,,,,,,,,-9580,keV,200,"B-n = 3 ,B-2n?,B- = 100",
17,48,0,Cl,,0,keV,0,,,,,,,,,,,,,-4280,keV,500,"B-n?,B-2n?,B- = 100",
17,49,0,Cl,,0,keV,0,,,,,,,,,,,,,740,keV,400,"B-n?,B-2n?,B- = 100",
17,50,0,Cl,,0,keV,0,,,,,,,,,,,,,7700,keV,400,"B-n?,B-2n?,B- = 100",
17,51,0,Cl,,0,keV,0,,,,,,,,,,,,,14290,keV,700,"B-n?,B-2n?,B- = 100",
17,52,0,Cl,,0,keV,0,,,,,,,,,,,,,22360,keV,700,"B-n?,B-2n?,B- = 100",
18,29,0,Ar,,0,keV,0,,,,,,,,,,,,,37969,keV,439,"2p = 100",
18,30,0,Ar,,0,keV,,"0+",,10,ps,,,,,,,,,22071,keV,179,"2p = 100",
18,31,0,Ar,,0,keV,,"5/2+",,15,ms,0.3,,,,,,,,11325,keV,200,"ECa = 0.03 ,2p = 0.0006 ,ECp = 68.3 0.3,EC2p = 8.9 0.2,ECap = 0.38 ,EC3p = 0.07 0.02,EC+B+ = 100",
18,32,0,Ar,,0,keV,,"0+",,98,ms,2,,,,,,,,-2200.352,keV,1.77,"ECp = 35.58 0.22,EC+B+ = 100",
18,33,0,Ar,,0,keV,,"1/2+",,173,ms,2,,,,,,,,-9384.295,keV,0.401,"ECp = 38.7 1,EC+B+ = 100 ",
18,34,0,Ar,,0,keV,,"0+",,846.46,ms,0.35,,,,,,,,-18378.293,keV,0.078,"EC+B+ = 100 ",
18,35,0,Ar,,0,keV,,"3/2+",,1.7754,s,0.001,,,,,,,,-23047.289,keV,0.68,"EC+B+ = 100 ",
18,36,0,Ar,,0,keV,,"0+",,STABLE,,,,,,,,0.3336,0.021,-30231.542,keV,0.027,,
18,37,0,Ar,,0,keV,,"3/2+",,35.01,d,0.02,,,,,,,,-30947.679,keV,0.207,"EC = 100 ",
18,38,0,Ar,,0,keV,,"0+",,STABLE,,,,,,,,0.0629,0.007,-34714.827,keV,0.195,,
18,39,0,Ar,,0,keV,,"7/2-",,268,y,8,,,,,,,,-33242.195,keV,5,"B- = 100 ",
18,40,0,Ar,,0,keV,,"0+",,STABLE,,,,,,,,99.6035,0.025,-35039.89997,keV,0.00218,,
18,41,0,Ar,,0,keV,,"7/2-",,109.61,m,0.04,,,,,,,,-33067.51,keV,0.347,"B- = 100 ",
18,42,0,Ar,,0,keV,,"0+",,32.9,y,11,,,,,,,,-34422.678,keV,5.775,"B- = 100 ",
18,43,0,Ar,,0,keV,,"5/2(-)",,5.37,m,0.06,,,,,,,,-32009.811,keV,5.31,"B- = 100 ",
18,44,0,Ar,,0,keV,,"0+",,11.87,m,0.05,,,,,,,,-32673.26,keV,1.584,"B- = 100 ",
18,45,0,Ar,,0,keV,,"7/2-",,21.48,s,0.15,,,,,,,,-29770.801,keV,0.512,"B- = 100 ",
18,46,0,Ar,,0,keV,,"0+",,8.4,s,0.5,,,,,,,,-29771.255,keV,2.329,"B- = 100 ",
18,47,0,Ar,,0,keV,0,"3/2-",,1.23,s,0.03,,,,,,,,-25367.274,keV,1.211,"B- = 100,B-n = 0.2 ",
18,48,0,Ar,,0,keV,0,"0+",,416,ms,16,,,,,,,,-22354.927,keV,16.767,"B- = 100,B-n = 38 6",
18,49,0,Ar,,0,keV,0,,,236,ms,8,,,,,,,,-17060,keV,400,"B-n = 29 6,B-2n?,B- = 100",
18,50,0,Ar,,0,keV,0,"0+",,105,ms,6,,,,,,,,-13230,keV,500,"B-n = 37 7,B-2n?,B- = 100",
18,51,0,Ar,,0,keV,0,,,,,,,,,,,,,-6490,keV,400,"B-n?,B-2n?,B- = 100",
18,52,0,Ar,,0,keV,0,"0+",,,,,,,,,,,,-1380,keV,600,"B-n?,B-2n?,B- = 100",
18,53,0,Ar,,0,keV,0,,,,,,,,,,,,,6791,keV,699,"B-n?,B-2n?,B- = 100",
18,54,0,Ar,,0,keV,0,"0+",,,,,,,,,,,,12560,keV,800,"B-n?,B-2n?,B- = 100",
19,31,0,K,,0,keV,0,,,0.01,ns,,,,,,,,,34260,keV,300,"3p = 100",
19,35,0,K,,0,keV,,"(3/2)+",,178,ms,8,,,,,,,,-11172.893,keV,0.512,"ECp = 0.37 0.15,EC+B+ = 100 ",
19,36,0,K,,0,keV,,"2+",,341,ms,3,,,,,,,,-17417.182,keV,0.325,"ECa = 0.0034 0.0013,EC+B+ = 100 ,ECp = 0.048 0.014",
19,37,0,K,,0,keV,,"3/2+",,1.23647,s,0.00041,,,,,,,,-24800.201,keV,0.094,"EC+B+ = 100 ",
19,38,0,K,,0,keV,,"3+",,7.645,m,0.02,,,,,,,,-28800.76,keV,0.195,"EC+B+ = 100 ",
19,38,1,K,,130.22,keV,0.16,"0+",,924.4,ms,0.21,,,,,,,,-28670.539999999997,keV,0.252239965113,"IT = 0.033 0.0043,EC+B+ = 99.967 0.0043",
19,39,0,K,,0,keV,,"3/2+",,STABLE,,,,,,,,93.2581,0.0044,-33807.19535,keV,0.00456,,
19,40,0,K,,0,keV,,"4-",,1248000000,y,3000000,,,,,,0.0117,0.0001,-33535.497,keV,0.056,"B- = 89.28 0.11,EC+B+ = 10.72 0.11",
19,41,0,K,,0,keV,,"3/2+",,STABLE,,,,,,,,6.7302,0.0044,-35559.5488,keV,0.00376,,
19,42,0,K,,0,keV,,"2-",,12.359,h,0.004,,,,,,,,-35022.031,keV,0.106,"B- = 100 ",
19,43,0,K,,0,keV,,"3/2+",,22.28,h,0.11,,,,,,,,-36575.394,keV,0.41,"B- = 100 ",
19,44,0,K,,0,keV,,"2-",,22.13,m,0.19,,,,,,,,-35781.498,keV,0.419,"B- = 100 ",
19,45,0,K,,0,keV,,"3/2+",,17.79,m,0.43,,,,,,,,-36615.643,keV,0.522,"B- = 100 ",
19,46,0,K,,0,keV,,"2-",,96.31,s,0.078,,,,,,,,-35413.929,keV,0.727,"B- = 100 ",
19,47,0,K,,0,keV,,"1/2+",,17.38,s,0.03,,,,,,,,-35711.982,keV,1.397,"B- = 100 ",
19,48,0,K,,0,keV,0,"1(-)",,6.8,s,0.2,,,,,,,,-32284.482,keV,0.773,"B- = 100,B-n = 1.14 0.15",
19,49,0,K,,0,keV,0,"1/2+",,1.26,s,0.05,,,,,,,,-29611.496,keV,0.801,"B- = 100,B-n = 86 9",
19,50,0,K,,0,keV,0,"0(-)",,472,ms,4,,,,,,,,-25727.853,keV,7.731,"B-n = 29 3,B-2n?,B- = 100",
19,51,0,K,,0,keV,0,"3/2+",,365,ms,5,,,,,,,,-22515.457,keV,13.041,"B-n = 65 6,B-2n?,B- = 100",
19,52,0,K,,0,keV,0,"2-",,110,ms,4,,,,,,,,-17137.628,keV,33.534,"B-n = 74 9,B-2n = 2.3 0.3,B- = 100",
19,53,0,K,,0,keV,0,"(3/2+)",,30,ms,5,,,,,,,,-12295.722,keV,111.779,"B-n = 75 10,B-2n = 10 ,B- = 100",
19,54,0,K,,0,keV,0,,,10,ms,5,,,,,,,,-5150,keV,400,"B-n?,B-2n?,B- = 100",
19,55,0,K,,0,keV,0,,,,,,,,,,,,,470,keV,500,"B-n?,B-2n?,B- = 100",
19,56,0,K,,0,keV,,,,,,,,,,,,,,7980,keV,600,"B-n?,B-2n?,B- = 100",
19,57,0,K,,0,keV,0,,,,,,,,,,,,,14130,keV,600,"B-n?,B-2n?,B- = 100",
19,59,0,K,,0,keV,0,,,,,,,,,,,,,28750,keV,800,"B-n?,B-2n?,B- = 100",
20,35,0,Ca,,0,keV,,"(1/2+)",,25.7,ms,0.2,,,,,,,,5190,keV,200,"EC2p = 4.1 0.6,EC+B+ = 100 ,ECp = 95.9 1.4",
20,36,0,Ca,,0,keV,,"0+",,100.8,ms,1.3,,,,,,,,-6451.166,keV,40,"ECp = 51.2 1,EC+B+ = 100 ",
20,37,0,Ca,,0,keV,,"(3/2+)",,181,ms,0.9,,,,,,,,-13136.07,keV,0.634,"ECp = 72 1.6,EC+B+ = 100",
20,38,0,Ca,,0,keV,,"0+",,443.77,ms,0.25,,,,,,,,-22058.503,keV,0.194,"EC+B+ = 100 ",
20,39,0,Ca,,0,keV,,"3/2+",,860.3,ms,0.8,,,,,,,,-27282.707,keV,0.596,"EC+B+ = 100 ",
20,40,0,Ca,,0,keV,,"0+",,STABLE,,,,,,,,96.941,0.156,-34846.402,keV,0.02,,
20,41,0,Ca,,0,keV,,"7/2-",,99400,y,1500,,,,,,,,-35137.908,keV,0.138,"EC = 100 ",
20,42,0,Ca,,0,keV,,"0+",,STABLE,,,,,,,,0.647,0.023,-38547.293,keV,0.148,,
20,43,0,Ca,,0,keV,,"7/2-",,STABLE,,,,,,,,0.135,0.01,-38408.873,keV,0.227,,
20,44,0,Ca,,0,keV,,"0+",,STABLE,,,,,,,,2.086,0.11,-41468.73,keV,0.325,,
20,45,0,Ca,,0,keV,,"7/2-",,162.61,d,0.09,,,,,,,,-40812.23,keV,0.365,"B- = 100 ",
20,46,0,Ca,,0,keV,,"0+",,STABLE,,,,,,,,0.004,0.003,-43139.61,keV,2.234,,
20,47,0,Ca,,0,keV,,"7/2-",,4.536,d,0.002,,,,,,,,-42344.665,keV,2.221,"B- = 100 ",
20,48,0,Ca,,0,keV,,"0+",,56000000000000000000,y,+14000000000000000000-11000000000000000000,,,,,,0.187,0.021,-44224.868,keV,0.018,"B-?,2B- = 0 ",
20,49,0,Ca,,0,keV,,"3/2-",,8.718,m,0.006,,,,,,,,-41300.003,keV,0.178,"B- = 100 ",
20,50,0,Ca,,0,keV,0,"0+",,13.45,s,0.07,,,,,,,,-39589.23,keV,1.584,"B- = 100 ",
20,51,0,Ca,,0,keV,0,"3/2(-)",,10,s,0.8,,,,,,,,-36332.31,keV,0.522,"B- = 100,B-n?",
20,52,0,Ca,,0,keV,0,"0+",,4.6,s,0.3,,,,,,,,-34266.272,keV,0.671,"B- = 100,B-n = 2 ",
20,53,0,Ca,,0,keV,0,"(1/2-)",,461,ms,90,,,,,,,,-29387.707,keV,43.78,"B- = 100,B-n = 40 10",
20,54,0,Ca,,0,keV,0,"0+",,90,ms,8,,,,,,,,-25160.587,keV,48.438,"B- = 100,B-n?",
20,55,0,Ca,,0,keV,0,,,22,ms,2,,,,,,,,-18650.375,keV,160.217,"B-n?,B-2n?,B- = 100",
20,56,0,Ca,,0,keV,-1,"0+",,11,ms,2,,,,,,,,-13510.39,keV,249.64,"B-n?,B-2n?,B- = 100",
20,57,0,Ca,,0,keV,0,,,,,,,,,,,,,-6560,keV,400,"B-n?,B-2n?,B- = 100",
20,58,0,Ca,,0,keV,0,"0+",,,,,,,,,,,,-1530,keV,500,"B-n?,B-2n?,B- = 100",
20,59,0,Ca,,0,keV,0,,,,,,,,,,,,,5810,keV,600,"B-n?,B-2n?,B- = 100",
20,60,0,Ca,,0,keV,0,"0+",,,,,,,,,,,,11000,keV,700,"B-n?,B-2n?,B- = 100",
21,39,0,Sc,,0,keV,0,,,,,,,,,,,,,-14172.726,keV,24,"p = 100",
21,40,0,Sc,,0,keV,,"4-",,182.4,ms,0.8,,,,,,,,-20523.353,keV,2.828,"ECa = 0.017 0.005,EC+B+ = 100 ,ECp = 0.44 0.07",
21,41,0,Sc,,0,keV,,"7/2-",,596.3,ms,1.7,,,,,,,,-28642.36,keV,0.077,"EC+B+ = 100 ",
21,42,0,Sc,,0,keV,,"0+",,680.79,ms,0.28,,,,,,,,-32121.003,keV,0.154,"EC+B+ = 100 ",
21,42,1,Sc,,616.771,keV,0.062,"7+",,61.7,s,0.3,,,,,,,,-31504.232,keV,0.166,"EC+B+ = 100 ",
21,43,0,Sc,,0,keV,,"7/2-",,3.891,h,0.012,,,,,,,,-36188.15,keV,1.863,"EC+B+ = 100 ",
21,44,0,Sc,,0,keV,,"2+",,4.042,h,0.0024,,,,,,,,-37816.035,keV,1.756,"EC+B+ = 100 ",
21,44,1,Sc,,271.24,keV,0.01,"6+",,58.62,h,0.09,,,,,,,,-37544.795000000006,keV,1.756028473573,"IT = 98.77 0.01,EC+B+ = 1.23 0.01",
21,45,0,Sc,,0,keV,,"7/2-",,STABLE,,,,,,,,100,0,-41072.321,keV,0.663,,
21,45,1,Sc,,12.4,keV,0.05,"3/2+",,325.8,ms,4.2,,,,,,,,-41059.921,keV,0.665,"IT = 100 ",
21,46,0,Sc,,0,keV,,"4+",,83.808,d,0.029,,,,,,,,-41761.643,keV,0.671,"B- = 100 ",
21,46,1,Sc,,142.528,keV,0.007,"1-",,18.746,s,0.04,,,,,,,,-41619.115,keV,0.671,"IT = 100 ",
21,47,0,Sc,,0,keV,,"7/2-",,3.3491,d,0.0006,,,,,,,,-44336.842,keV,1.931,"B- = 100 ",
21,48,0,Sc,,0,keV,,"6+",,43.71,h,0.08,,,,,,,,-44504.083,keV,4.95,"B- = 100 ",
21,49,0,Sc,,0,keV,,"7/2-",,57.2,m,0.15,,,,,,,,-46562.447,keV,2.268,"B- = 100 ",
21,50,0,Sc,,0,keV,0,"5+",,102.5,s,0.5,,,,,,,,-44537.12,keV,2.515,"B- = 100",
21,50,1,Sc,,256.895,keV,0.01,"2+",,0.35,s,0.03,,,,,,,,-44280.225000000006,keV,2.515019880637,"B- = 1 ,IT = 99 ",
21,51,0,Sc,,0,keV,0,"(7/2)-",,12.5,s,0.1,,,,,,,,-43250.353,keV,2.515,"B- = 100,B-n?",
21,52,0,Sc,,0,keV,0,"3(+)",,8.2,s,0.2,,,,,,,,-40523.56,keV,3.074,"B- = 100,B-n?",
